ISSUER,full_name,vote_raw,against_reason,investor,vote
Barratt Developments,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Beazley,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Berkeley Group Holdings,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
BP Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
British Land Co,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Bunzl Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Burberry Group Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Centrica,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Compass Group Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
ConvaTec Group,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Croda International Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
DCC Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Diageo Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
DS Smith Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Endeavour Mining Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Entain Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Experian Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Flutter Entertainment Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Frasers Group,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Fresnillo Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Glencore Plc,To approve the Directors' Remuneration Report (excluding the Directors' Remuneration Policy) as set out in the 2023 Annual Report.,For,No comments available,USS Investment Management Ltd,FOR
GSK Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Haleon Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Halma Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Hargreaves Lansdown Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
HSBC Holdings Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Imperial Brands Plc,To approve the Directors' Remuneration Report for the financial year ended 30 September 2023.,For,No comments available,USS Investment Management Ltd,FOR
Informa Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
InterContinental Hotels Group Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
International Consolidated Airlines Group SA,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Intertek Group Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
JD Sports Fashion Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Johnson Matthey Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Kingfisher Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Land Securities Group Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Legal & General Group Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Lloyds Banking Group Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
London Stock Exchange Group Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
M&G,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Melrose Industries Plc,Approve Remuneration Report,Against,We have concerns regarding disclosure and the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Mondi Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
National Grid Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Natwest Group Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Next Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Ocado Group Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Pearson Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Persimmon Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Phoenix Group Holdings,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Prudential Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Relx Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Rentokil Initial,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Rightmove Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Rio Tinto,Approve Remuneration Report for UK Law Purposes,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
RS Group Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Sage Group (The Sage Group Plc),Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Sainsbury /(J Sainsbury Plc),Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Schroders Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Segro,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Severn Trent Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Smith & Nephew Plc,Approve Remuneration Report,Against,We have concerns regarding disclosure and the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Smiths Group Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Smurfit Kappa Group,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Spirax-Sarco Engineering,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
SSE Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
St. James's Place Plc,Approve Remuneration Report,Against,"We have concerns regarding the alignment of pay with performance,",USS Investment Management Ltd,AGAINST
Standard Chartered Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Taylor Wimpey Plc,Approve Remuneration Report,Against,We have concerns regarding the alignment of pay with performance.,USS Investment Management Ltd,AGAINST
Tesco Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Unite Group Plc (The Unite Group Plc),Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
United Utilities Group Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Weir Group Plc (The Weir Group Plc),Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
Whitbread Plc,Approve Remuneration Report,For,No comments available,USS Investment Management Ltd,FOR
WPP Plc,Approve Compensation Committee Report,For,No comments available,USS Investment Management Ltd,FOR
3i Group,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Anglo American Plc,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
Antofagasta Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Ashtead Group,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
AstraZeneca,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
Aviva,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
BAE Systems Plc,Directors' Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Barclays,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
BP Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
British American Tobacco Plc,To approve the Directors' remuneration report for the year ended 31 December 2023.,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
BT Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Bunzl Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Burberry Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Centrica,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Compass Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Diageo Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Experian Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Flutter Entertainment Plc,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
GSK Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Haleon Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Halma Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
HSBC Holdings Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Informa Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
InterContinental Hotels Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Kingfisher Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Land Securities Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Legal & General Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Lloyds Banking Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
London Stock Exchange Group Plc,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
Mondi Plc,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
National Grid Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Natwest Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Next Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Pearson Plc,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
Prudential Plc,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Relx Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Rentokil Initial,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Segro,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
Smith & Nephew Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Smiths Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Smurfit Kappa Group,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
SSE Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Standard Chartered Plc,Approve Remuneration Report,Against,No comment available,Zurcher Kantonalbank (Investment Management),AGAINST
Tesco Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
United Utilities Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
Vodafone Group Plc,Approve Remuneration Report,For,No comment available,Zurcher Kantonalbank (Investment Management),FOR
3i Group,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Abrdn Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Admiral Group Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Airtel Africa Plc,Approve Remuneration Report,Against,No comments available,TIAA-CREF Investment Management LLC,AGAINST
Anglo American Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Antofagasta Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Ashtead Group,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Associated British Foods,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
AstraZeneca,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Auto Trader Group,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Aviva,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
B&M European Value Retail,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
BAE Systems Plc,Directors' Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Barclays,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Barratt Developments,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Beazley,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Berkeley Group Holdings,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
BP Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
British American Tobacco Plc,To approve the Directors' remuneration report for the year ended 31 December 2023.,For,No comments available,TIAA-CREF Investment Management LLC,FOR
British Land Co,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
BT Group Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Bunzl Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Burberry Group Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Centrica,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Compass Group Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
ConvaTec Group,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Croda International Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
DCC Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Diageo Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
DS Smith Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Endeavour Mining Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Entain Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Experian Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Flutter Entertainment Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Frasers Group,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Glencore Plc,To approve the Directors' Remuneration Report (excluding the Directors' Remuneration Policy) as set out in the 2023 Annual Report.,For,No comments available,TIAA-CREF Investment Management LLC,FOR
GSK Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Haleon Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Halma Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Hargreaves Lansdown Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Hiscox Ltd,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
HSBC Holdings Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Imperial Brands Plc,To approve the Directors' Remuneration Report for the financial year ended 30 September 2023.,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Informa Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
InterContinental Hotels Group Plc,Approve Remuneration Report,For,No comments available,TIAA-CREF Investment Management LLC,FOR
Intertek Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
JD Sports Fashion Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Johnson Matthey Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Kingfisher Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Land Securities Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Legal & General Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Lloyds Banking Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
London Stock Exchange Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
M&G,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Melrose Industries Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Mondi Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
National Grid Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Natwest Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Next Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Ocado Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Pearson Plc,Approve Remuneration Report,Against,No comments availabe,TIAA-CREF Investment Management LLC,AGAINST
Persimmon Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Phoenix Group Holdings,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Prudential Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Reckitt Benckiser Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Relx Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Rentokil Initial,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Rightmove Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Rolls-Royce Holdings,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
RS Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Sage Group (The Sage Group Plc),Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Sainsbury /(J Sainsbury Plc),Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Schroders Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Segro,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Severn Trent Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Smith & Nephew Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Smiths Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Smurfit Kappa Group,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Spirax-Sarco Engineering,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
SSE Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
St. James's Place Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Standard Chartered Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Taylor Wimpey Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Tesco Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Unite Group Plc (The Unite Group Plc),Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
United Utilities Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Vodafone Group Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Weir Group Plc (The Weir Group Plc),Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
Whitbread Plc,Approve Remuneration Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
WPP Plc,Approve Compensation Committee Report,For,No comments availabe,TIAA-CREF Investment Management LLC,FOR
3i Group,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Abrdn Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Anglo American Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Antofagasta Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Ashtead Group,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
AstraZeneca,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Auto Trader Group,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Aviva,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
B&M European Value Retail,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
BP Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
British American Tobacco Plc,To approve the Directors' remuneration report for the year ended 31 December 2023.,Against,No comments available,Union Investment,AGAINST
BT Group Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Burberry Group Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Centrica,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Compass Group Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
ConvaTec Group,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Croda International Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Diageo Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Endeavour Mining Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Experian Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Haleon Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Halma Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
HSBC Holdings Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Informa Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Intertek Group Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
JD Sports Fashion Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Johnson Matthey Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Kingfisher Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Land Securities Group Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Legal & General Group Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Lloyds Banking Group Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
London Stock Exchange Group Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Mondi Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
National Grid Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Natwest Group Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Next Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Pearson Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Prudential Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Reckitt Benckiser Group Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Relx Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Rentokil Initial,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comments available,Union Investment,FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comments available,Union Investment,FOR
Sage Group (The Sage Group Plc),Approve Remuneration Report,For,No comments available,Union Investment,FOR
Sainsbury /(J Sainsbury Plc),Approve Remuneration Report,For,No comments available,Union Investment,FOR
Segro,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Severn Trent Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Smith & Nephew Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Smiths Group Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Smurfit Kappa Group,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Spirax-Sarco Engineering,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
SSE Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Standard Chartered Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Tesco Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
United Utilities Group Plc,Approve Remuneration Report,For,No comments available,Union Investment,FOR
Vodafone Group Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Weir Group Plc (The Weir Group Plc),Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
Whitbread Plc,Approve Remuneration Report,Against,No comments available,Union Investment,AGAINST
3i Group,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Abrdn Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Admiral Group Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Anglo American Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Antofagasta Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
AstraZeneca,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Aviva,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
BAE Systems Plc,Directors' Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Barclays,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
Beazley,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
BP Plc,Approve Remuneration Report,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
British American Tobacco Plc,To approve the Directors' remuneration report for the year ended 31 December 2023.,For,No comment available,Franklin Templeton Fund Management Ltd,FOR
